"287","BMW","3 Series","320D Boot Tricore 181","181","205","13%","380","460","21%","BMW-3-Series.jpg"
"288","BMW","3 Series","325D Boot Tricore","201","240","19%","400","480","20%","BMW-3-Series.jpg"
"289","BMW","3 Series","318i - 118","118","130","10%","180","194","7%","BMW-3-Series.jpg"
"290","BMW","320D 163BHP","2.0L - 163","163","198","21%","0","0","Ask","bmw-320D.jpg"
"291","BMW","320i X-Drive","2.0 Turbo","181","181","0%","270","270","0%","BMW-320i-Xdrive.jpg"
"292","BMW","5 Series","520d 163","163","190","16%","340","400","17%","BMW-5-Series.jpg"
"293","BMW","5 Series","520d 177","177","207","16%","350","450","28%","BMW-5-Series.jpg"
"294","BMW","5 Series","520d 177 Boot Tricore","177","207","16%","350","450","28%","BMW-5-Series.jpg"
"295","BMW","5 Series","520d (2010) 181 Boot Tricore","181","207","14%","380","450","18%","BMW-5-Series.jpg"
"296","BMW","5 Series","520i","170","187","10%","245","272","11%","BMW-5-Series.jpg"
"297","BMW","5 Series","523i","170","187","10%","245","272","11%","BMW-5-Series.jpg"
"298","BMW","5 Series","525d","177","207","16%","350","450","28%","BMW-5-Series.jpg"
"299","BMW","5 Series","525d 177 Boot Tricore","177","207","16%","350","450","28%","BMW-5-Series.jpg"
"300","BMW","5 Series","525d (2010) 201 Boot Tricore","201","240","19%","450","498","10%","BMW-5-Series.jpg"
"301","BMW","5 Series","525i","192","211","9%","245","265","8%","BMW-5-Series.jpg"
"302","BMW","5 Series","530D 218","218","248","13%","500","560","12%","BMW-5-Series.jpg"
"303","BMW","5 Series","530D 231","231","261","12%","500","560","12%","BMW-5-Series.jpg"
"304","BMW","5 Series","530D (2010) 241 Boot Tricore","241","268","11%","540","600","11%","BMW-5-Series.jpg"
"305","BMW","5 Series","530i","231","246","6%","300","325","8%","BMW-5-Series.jpg"
"306","BMW","5 Series","535i - 306","306","345","12%","400","474","18%","BMW-5-Series.jpg"
"307","BMW","5 Series","535d 286","286","326","13%","580","660","13%","BMW-5-Series.jpg"
"308","BMW","5 Series","535d 272","272","313","15%","560","630","12%","BMW-5-Series.jpg"
"309","BMW","5 Series","M5 V10","507","526","3%","520","540","3%","BMW-5-Series.jpg"
"310","BMW","5 Series","523i - 187","187","200","6%","235","255","8%","BMW-5-Series.jpg"
"311","BMW","5 Series","525i - 215","215","236","9%","270","291","7%","BMW-5-Series.jpg"
"312","BMW","5 Series","530i - 268","268","295","10%","320","346","8%","BMW-5-Series.jpg"
"313","BMW","5 Series","550i - 362","362","362","0%","490","490","0%","BMW-5-Series.jpg"
"314","BMW","5 Series","550i - 402","402","415","3%","600","619","3%","BMW-5-Series.jpg"
"315","BMW","5 Series","535d - 295","295","326","10%","600","660","10%","BMW-5-Series.jpg"
"316","BMW","5 Series","535i - 245","245","263","7%","320","345","7%","BMW-5-Series.jpg"
"317","BMW","6 Series","M6 V10","507","526","3%","520","540","3%",""
"318","BMW","6 Series","635d","286","326","13%","580","660","13%",""
"319","BMW","6 Series","630i - 268","268","295","10%","320","346","8%",""
"320","BMW","6 Series","650i - 362","362","362","0%","490","490","0%",""
"321","BMW","7 Series","730d 184","184","212","15%","390","450","15%",""
"322","BMW","7 Series","730d 193","193","221","14%","410","480","17%",""
"323","BMW","7 Series","730d 214","214","256","19%","500","590","18%",""
"324","BMW","7 Series","730d 227","227","271","19%","520","600","15%",""
"325","BMW","7 Series","730d 241","241","286","18%","540","620","14%",""
"326","BMW","7 Series","740d","301","336","11%","600","670","11%",""
"327","BMW","7 Series","730d Boot Tricore 241","241","286","18%","540","620","14%",""
"328","BMW","7 Series","740i","322","322","0%","450","450","0%",""
"329","BMW","7 Series","750i","402","415","3%","600","619","3%",""
"330","BMW","7 Series","760i","537","537","0%","750","750","0%",""
"331","BMW","8 Series","840i","286","299","4%","420","439","4%","BMW-8-Series.jpg"
"332","BMW","8 Series","850i","300","315","5%","0","0","Ask","BMW-8-Series.jpg"
"333","BMW","8 Series","850i Csi","380","395","3%","0","0","Ask","BMW-8-Series.jpg"
"334","BMW","X1","18d Boot Tricore","140","180","28%","320","370","15%","BMW-X1.jpg"
"335","BMW","X1","20d Boot Tricore","174","207","18%","350","450","28%","BMW-X1.jpg"
"336","BMW","X1","23d Boot Tricore","201","240","19%","400","480","20%","BMW-X1.jpg"
"337","BMW","X3","18d Boot Tricore","140","180","28%","320","370","15%","BMW-X3.jpg"
"338","BMW","X3","2.0d 150","150","183","22%","330","390","18%","BMW-X3.jpg"
"339","BMW","X3","2.0d 177","177","207","16%","350","450","28%","BMW-X3.jpg"
"340","BMW","X3","2.0d 177 Boot Tricore","177","207","16%","350","450","28%","BMW-X3.jpg"
"341","BMW","X3","2.5i (08 on)","214","226","5%","250","268","7%","BMW-X3.jpg"
"342","BMW","X3","3.0d 204","204","234","14%","410","470","14%","BMW-X3.jpg"
"343","BMW","X3","3.0d 218","218","248","13%","500","565","13%","BMW-X3.jpg"
"344","BMW","X3","3.0d 286","286","326","13%","580","660","13%","BMW-X3.jpg"
"345","BMW","X5","3.0d 184","184","214","16%","410","490","19%","BMW-X5.jpg"
"346","BMW","X5","3.0d 218","218","248","13%","500","565","13%","BMW-X5.jpg"
"347","BMW","X5","3.0d 235","235","275","17%","520","610","17%","BMW-X5.jpg"
"348","BMW","X5","3.0d 286","286","326","13%","580","660","13%","BMW-X5.jpg"
"349","BMW","X5","3.0i","231","246","6%","300","325","8%","BMW-X5.jpg"
"350","BMW","X5","4.4i Twin Turbo","555","585","5%","680","750","10%","BMW-X5.jpg"
"351","BMW","X5","xDrive 50i","402","415","3%","600","619","3%","BMW-X5.jpg"
"352","BMW","X5","xDrive 30d Boot Tricore 241","241","286","18%","540","620","14%","BMW-X5.jpg"
"353","BMW","X5","xDrive 40d Boot Tricore 302","302","340","12%","600","700","16%","BMW-X5.jpg"
"354","BMW","X6","3.0d 286","286","333","16%","580","668","15%","BMW-X6.jpg"
"355","BMW","X6","3.0d 272","272","313","15%","560","630","12%","BMW-X6.jpg"
"356","BMW","X6","3.0d 235","235","275","17%","520","610","17%","BMW-X6.jpg"
"357","BMW","X6","3.5i","306","345","12%","400","474","18%","BMW-X6.jpg"
"358","BMW","X6","4.4i Twin Turbo","555","585","5%","680","750","10%","BMW-X6.jpg"
"359","BMW","X6","5.0i","402","415","3%","600","619","3%","BMW-X6.jpg"
"360","BMW","X6","xDrive 30d Boot Tricore 241","241","286","18%","540","620","14%","BMW-X6.jpg"
"361","BMW","X6","xDrive 40d Boot Tricore 302","302","340","12%","600","700","16%","BMW-X6.jpg"
"362","BMW","Z3","Roadster 2.0i","150","159","6%","190","205","7%","BMW-Z3.jpg"
"363","BMW","Z3","Roadster 2.2i","170","182","7%","210","227","8%","BMW-Z3.jpg"
"364","BMW","Z3","Roadster 2.5i","189","208","10%","245","270","10%","BMW-Z3.jpg"
"365","BMW","Z3","Roadster 2.8i","192","208","8%","245","270","10%","BMW-Z3.jpg"
"366","BMW","Z3","Roadster 3.0i","231","246","6%","300","325","8%","BMW-Z3.jpg"
"367","BMW","Z3","Roadster 3.2i","321","336","4%","350","370","5%","BMW-Z3.jpg"
"368","BMW","Z3","Roadster 1.9i","140","151","7%","180","193","7%","BMW-Z3.jpg"
"369","BMW","Z4","Roadster 2.0i","150","159","6%","190","205","7%","BMW-Z4.jpg"
"370","BMW","Z4","Roadster 2.2i","170","182","7%","210","227","8%","BMW-Z4.jpg"
"371","BMW","Z4","Roadster 2.3i","204","215","5%","250","270","8%","BMW-Z4.jpg"
"372","BMW","Z4","Roadster 2.5i","190","208","9%","245","270","10%","BMW-Z4.jpg"
"373","BMW","Z4","Roadster 3.0i - 231","231","246","6%","300","325","8%","BMW-Z4.jpg"
"374","BMW","Z4","Roadster 3.0i - 261","261","275","5%","315","334","6%","BMW-Z4.jpg"
"375","BMW","Z4","Roadster 3.5i","306","345","12%","400","474","18%","BMW-Z4.jpg"
"376","BMW","Z4","Roadster 3.5i 335","335","360","7%","450","520","15%","BMW-Z4.jpg"
"377","Chevrolet","Captiva","2.0 VCDI","150","179","19%","320","370","15%","Chevrolet-Captiva.jpg"
"378","Chevrolet","Cruze","2.0 VCDI","150","179","19%","320","370","15%","Chevrolet-Cruze.jpg"
"379","Chevrolet","Epica","2.0 VCDI","150","179","19%","320","370","15%","cheverolet-epica.jpg"
"380","Chrysler","300C","3.0 V6 CRD","218","255","16%","510","580","13%","Chrysler-300c.jpg"
"381","Chrysler","Crossfire","3.2 V6","215","225","4%","310","330","6%","Chrysler-Crossfire.jpg"
"382","Chrysler","Crossfire","3.2 V6 SRT","330","345","4%","420","440","4%","Chrysler-Crossfire.jpg"
"383","Chrysler","Grand Voyager","2.8 CRD","161","191","18%","359","420","16%","chrysler-grand-voyager.jpg"
"384","Chrysler","PT Cruiser","2.2 CRD","121","151","24%","300","355","18%","Chrysler-PT-Cruiser.jpg"
"385","Chrysler","Sebring","2.0 CRD","138","168","21%","310","380","22%","chrysler-sebring.jpg"
"386","Chrysler","Voyager","2.5 CRD","140","171","22%","312","377","20%","chrysler-grand-voyager.jpg"
"387","Chrysler","Voyager","2.8 CRD","150","183","22%","359","430","19%","chrysler-grand-voyager.jpg"
"388","Chrysler","Voyager","2.8 CRD","161","191","18%","359","420","16%","chrysler-grand-voyager.jpg"
"389","Citroen","Berlingo","1.6 HDI 74","74","92","24%","174","220","26%","Citroen-Berlingo.jpg"
"390","Citroen","Berlingo","1.6 HDI 90","90","112","24%","215","280","30%","Citroen-Berlingo.jpg"
"391","Citroen","Berlingo","1.6i 16V","107","128","19%","284","350","23%","Citroen-Berlingo.jpg"
"392","Citroen","Berlingo","2.0 HDI 90","90","113","25%","205","255","24%","Citroen-Berlingo.jpg"
"393","Citroen","Berlingo","2.0 HDI 109","109","135","23%","250","295","18%","Citroen-Berlingo.jpg"
"394","Citroen","C-Crosser","2.2 HDI","156","177","13%","380","442","16%","Citroen-C-Crosser.jpg"
"395","Citroen","C1","1.4 HDI","54","75","38%","130","179","37%","Citroen-C1.jpg"
"396","Citroen","C2","1.4 HDI","68","90","32%","160","205","28%","Citroen-C2.jpg"
"397","Citroen","C2","1.6 HDI","110","137","24%","260","310","19%","Citroen-C2.jpg"
"398","Citroen","C2","1.6i 16v VTR","109","120","10%","147","165","12%","Citroen-C2.jpg"
"399","Citroen","C2","1.6i 16v VTS","125","136","8%","142","166","16%","Citroen-C2.jpg"
"400","Citroen","C3","1.4 HDI 67","67","90","34%","160","205","28%","Citroen-C3.jpg"
"401","Citroen","C3","1.4 HDI 92","92","115","25%","199","240","20%","Citroen-C3.jpg"
"402","Citroen","C3","1.6 HDI","110","137","24%","260","310","19%","Citroen-C3.jpg"
"403","Citroen","C3","1.6i 16V","109","120","10%","147","165","12%","Citroen-C3.jpg"
"404","Citroen","C4","1.4 16V","88","96","9%","133","145","9%","Citroen-C4.jpg"
"405","Citroen","C4","1.6 HDI 90","90","112","24%","210","257","22%","Citroen-C4.jpg"
"406","Citroen","C4","1.6 HDI 109","109","137","25%","240","290","20%","Citroen-C4.jpg"
"407","Citroen","C4","1.6i 16V","110","120","9%","146","168","15%","Citroen-C4.jpg"
"408","Citroen","C4","2.0 16V - 140","140","152","8%","190","205","7%","Citroen-C4.jpg"
"409","Citroen","C4","2.0 16V - 177","177","188","6%","202","215","6%","Citroen-C4.jpg"
"410","Citroen","C4","2.0 HDI","136","164","20%","320","380","18%","Citroen-C4.jpg"
"411","Citroen","C5","1.6 HDI","109","137","25%","240","295","22%","Citroen-C5.jpg"
"412","Citroen","C5","2.0 HDI 90","90","113","25%","205","255","24%","Citroen-C5.jpg"
"413","Citroen","C5","2.0 HDI 109","109","135","23%","250","295","18%","Citroen-C5.jpg"
"414","Citroen","C5","2.0 HDI 136","136","170","25%","320","380","18%","Citroen-C5.jpg"
"415","Citroen","C5","2.0 HDI 140","140","170","21%","320","380","18%","Citroen-C5.jpg"
"416","Citroen","C5","2.0 HDI 160","160","180","12%","340","385","13%","Citroen-C5.jpg"
"417","Citroen","C5","2.2 HDI 136","136","164","20%","320","380","18%","Citroen-C5.jpg"
"418","Citroen","C5","2.2 HDI 173","173","201","16%","370","460","24%","Citroen-C5.jpg"
"419","Citroen","C5","2.7 HDI","208","240","15%","441","530","20%","Citroen-C5.jpg"
"420","Citroen","C5","3.0 HDI","240","272","13%","450","535","18%","Citroen-C5.jpg"
"421","Citroen","C6","2.2 HDI","173","201","16%","370","460","24%","Citroen-C6.jpg"
"422","Citroen","C6","2.7 HDI","208","240","15%","441","530","20%","Citroen-C6.jpg"
"423","Citroen","C6","3.0 HDI","240","272","13%","450","535","18%","Citroen-C6.jpg"
"424","Citroen","C8","2.0 HDI","107","127","18%","270","330","22%","Citroen-C8.jpg"
"425","Citroen","C8","2.0 HDI","120","142","18%","300","355","18%","Citroen-C8.jpg"
"426","Citroen","C8","2.0 HDI","136","164","20%","320","380","18%","Citroen-C8.jpg"
"427","Citroen","C8","2.2 HDI 128","128","163","27%","315","380","20%","Citroen-C8.jpg"
"428","Citroen","C8","2.2 HDI 173","173","201","16%","370","460","24%","Citroen-C8.jpg"
"429","Citroen","DS3","1.6 HDI - 90","90","115","27%","230","280","21%",""
"430","Citroen","DS3","1.6 HDI - 110","110","137","24%","270","315","16%",""
"431","Citroen","DS3","1.6 THP","154","175","13%","177","210","18%",""
"432","Citroen","DS4","1.6 THP","155","185","19%","240","285","18%","Citroen-DS4.jpg"
"433","Citroen","DS4","1.6 THP","200","225","12%","275","320","16%","Citroen-DS4.jpg"
"434","Citroen","DS4","1.6 16v","120","130","8%","150","162","8%","Citroen-DS4.jpg"
"435","Citroen","DS4","1.6 HDI","110","137","24%","270","315","16%","Citroen-DS4.jpg"
"436","Citroen","DS4","2.0 HDI","160","180","12%","340","385","13%","Citroen-DS4.jpg"
"437","Citroen","Evasion","2.0 HDI","109","135","23%","250","295","18%","Citroen-Evasion.jpg"
"438","Citroen","Nemo MPV","1.4 HDI","69","93","34%","160","210","31%","citroen-nemo.jpg"
"439","Citroen","Xsara Picasso","1.6 HDI 92","92","116","26%","210","259","23%","Citroen-Grand-Picasso.jpg"
"440","Citroen","Xsara Picasso","1.6 HDI 110","110","129","17%","240","273","13%","Citroen-Grand-Picasso.jpg"
"441","Citroen","Xsara Picasso","2.0 HDI 90","90","114","26%","205","260","26%","Citroen-Grand-Picasso.jpg"
"442","Citroen","Xsara Picasso","2.0 HDI 110","110","137","24%","250","293","17%","Citroen-Grand-Picasso.jpg"
"443","Dacia","Sandero","0.9 Tce 12","90","110","22%","135","155","14%","Dacia-Sandero.jpg"
"444","Dacia","Sandero","1.2 16v","75","79","5%","107","113","5%","Dacia-Sandero.jpg"
"445","Dacia","Sandero","1.5 dCi - 75","75","94","25%","200","260","30%","Dacia-Sandero.jpg"
"446","Dacia","Sandero","1.5 dCi - 90","90","110","22%","220","280","27%","Dacia-Sandero.jpg"
"447","Dodge","Avenger","2.0 CRD","140","173","23%","320","380","18%","Dodge-Avenger.jpg"
"448","Dodge","Caliber","2.0 CRD","140","173","23%","320","380","18%","Dodge-Caliber.jpg"
"449","Dodge","Journey","2.0 CRD","140","173","23%","320","380","18%","Dodge-Journey.jpg"
"450","Dodge","Nitro","2.8 CRD","174","204","17%","409","470","14%","Dodge-Nitro.jpg"
"451","Ferrari","360","Modena 3600 V8","400","438","9%","420","480","14%","Ferrari-360.jpg"
"452","Ferrari","599","GTB Fiorano","611","0","Ask","608","0","Ask","Ferrari-599-GTB.jpg"
"453","Ferrari","F430","4.3i - 483","483","0","Ask","0","0","Ask","Ferrari-F430.jpg"
"454","Ferrari","F430","4.3i - 503","503","0","Ask","0","0","Ask","Ferrari-F430.jpg"
"455","Fiat","500","1.3 MJT 16V","75","100","33%","145","185","27%","Fiat-500C.jpg"
"456","Fiat","500","1.4 16v","100","110","10%","131","147","12%","Fiat-500C.jpg"
"457","Fiat","500","1.4 Turbo Abarth","135","155","14%","201","235","16%","Fiat-500C.jpg"
"458","Fiat","500","0.9 Turbo Twin Air","84","84","0%","0","0","Ask","Fiat-500C.jpg"
"459","Fiat","500","1.4 Turbo Abarth Esseesse","157","175","11%","230","260","13%","Fiat-500C.jpg"
"460","Fiat","Bravo","1.4 16V - 89","89","105","17%","149","173","16%","Fiat-Bravo.jpg"
"461","Fiat","Bravo","1.4 16V T-JET - 120","120","155","29%","206","260","26%","Fiat-Bravo.jpg"
"462","Fiat","Bravo","1.4 16V T-JET - 150","150","185","23%","230","290","26%","Fiat-Bravo.jpg"
"463","Fiat","Bravo","1.6 MJT 105","105","130","23%","290","350","20%","Fiat-Bravo.jpg"
"464","Fiat","Bravo","1.6 MJT 120","120","149","24%","300","360","20%","Fiat-Bravo.jpg"
"465","Fiat","Bravo","1.9 JTD 105","105","132","25%","200","260","30%","Fiat-Bravo.jpg"
"466","Fiat","Bravo","1.9 JTD 100","100","130","30%","200","260","30%","Fiat-Bravo.jpg"
"467","Fiat","Bravo","1.9 JTD 110","110","135","22%","200","290","45%","Fiat-Bravo.jpg"
"468","Fiat","Bravo","1.9 JTD 115","115","145","26%","245","330","34%","Fiat-Bravo.jpg"
"469","Fiat","Bravo","1.9 JTD 150","150","180","20%","305","380","24%","Fiat-Bravo.jpg"
"470","Fiat","Bravo","2.0 JTD","165","195","18%","360","425","18%","Fiat-Bravo.jpg"
"471","Fiat","Doblo","1.3 16V MJ 70","70","80","14%","133","155","16%","Fiat-Doblo.jpg"
"472","Fiat","Doblo","1.3 16V MJ 85","85","99","16%","148","170","14%","Fiat-Doblo.jpg"
"473","Fiat","Doblo","1.6 JTD","105","129","22%","290","360","24%","Fiat-Doblo.jpg"
"474","Fiat","Doblo","1.9 JTD","100","130","30%","200","260","30%","Fiat-Doblo.jpg"
"475","Fiat","Doblo","1.9 MJT","120","145","20%","280","360","28%","Fiat-Doblo.jpg"
"476","Fiat","Doblo","2.0 JTD","135","158","17%","320","376","17%","Fiat-Doblo.jpg"
"477","Fiat","Grand Punto","1.3 MJT 16V 90","90","113","25%","200","230","15%","Fiat-Grande-Punto.jpg"
"478","Fiat","Grand Punto","1.3 MJT 16V 75","75","96","28%","190","230","21%","Fiat-Grande-Punto.jpg"
"479","Fiat","Grand Punto","1.4 16V","95","105","10%","125","140","12%","Fiat-Grande-Punto.jpg"
"480","Fiat","Grand Punto","1.4 16V T-JET","120","155","29%","205","260","26%","Fiat-Grande-Punto.jpg"
"481","Fiat","Grand Punto","1.9 MJT 130","130","159","22%","207","251","21%","Fiat-Grande-Punto.jpg"
"482","Fiat","Grand Punto","1.9 MJT 116","116","139","19%","255","306","20%","Fiat-Grande-Punto.jpg"
"483","Fiat","Grand Punto","1.4 16V T-JET Abarth","161","178","10%","250","280","12%","Fiat-Grande-Punto.jpg"
"484","Fiat","Marea","1.9 JTD 110","110","138","25%","200","260","30%","Fiat-Marea.jpg"
"485","Fiat","Marea","1.9 JTD 105","105","132","25%","200","260","30%","Fiat-Marea.jpg"
"486","Fiat","Marea","2.4 JTD","130","165","26%","310","355","14%","Fiat-Marea.jpg"
"487","Fiat","Multipla","1.9 JTD 110","110","138","25%","200","260","30%","Fiat-Multipla.jpg"
"488","Fiat","Multipla","1.9 JTD 105","105","132","25%","200","260","30%","Fiat-Multipla.jpg"
"489","Fiat","Multipla","1.9 JTD 115","115","139","20%","203","263","29%","Fiat-Multipla.jpg"
"490","Fiat","Multipla","1.9 MJT","115","139","20%","203","263","29%","Fiat-Multipla.jpg"
"491","Fiat","Panda","1.3 MJ 16V","70","85","21%","107","129","20%","Fiat-Panda.jpg"
"492","Fiat","Punto","1.3 MJ EVO 75","75","95","26%","190","250","31%","Fiat-Punto.jpg"
"493","Fiat","Punto","1.3 MJ EVO 93","93","113","21%","200","250","25%","Fiat-Punto.jpg"
"494","Fiat","Punto","1.9 JTD 85","85","115","35%","196","245","25%","Fiat-Punto.jpg"
"495","Fiat","Punto","1.9 JTD 80","80","103","28%","196","256","30%","Fiat-Punto.jpg"
"496","Fiat","Punto","1.9 JTD 90","90","116","28%","196","256","30%","Fiat-Punto.jpg"
"497","Fiat","Qubo","1.3 MJ","75","95","26%","190","250","31%","Fiat-Qubo.jpg"
"498","Fiat","Scudo","2.0 JTD 94","94","116","23%","215","270","25%","Fiat-Scudo.jpg"
"499","Fiat","Scudo","2.0 JTD 109","109","132","21%","250","300","20%","Fiat-Scudo.jpg"
"500","Fiat","Scudo","2.0 JTD 118","118","142","20%","300","370","23%","Fiat-Scudo.jpg"
"501","Fiat","Scudo","2.0 JTD 134","134","157","17%","320","380","18%","Fiat-Scudo.jpg"
"502","Fiat","Sedici","1.9 MJT","120","147","22%","188","237","26%","Fiat-sedici.jpg"
"503","Fiat","Sedici","1.9 JTD 120","120","150","25%","255","306","20%","Fiat-sedici.jpg"
"504","Fiat","Sedici","2.0 JTD - 136","136","157","15%","320","380","18%","Fiat-sedici.jpg"
"505","Fiat","Stilo","1.9 JTD 80","80","103","28%","196","265","35%","Fiat-Stilo.jpg"
"506","Fiat","Stilo","1.9 JTD 115","115","145","26%","255","300","17%","Fiat-Stilo.jpg"
"507","Fiat","Stilo","1.9 JTD 120","120","150","25%","255","306","20%","Fiat-Stilo.jpg"
"508","Fiat","Stilo","1.9 JTD 150","150","170","13%","305","365","19%","Fiat-Stilo.jpg"
"509","Fiat","Ulysse","2.0 JTD - 110","110","132","20%","250","300","20%","Fiat-Ulysse.jpg"
"510","Fiat","Ulysse","2.0 JTD - 120","120","150","25%","255","306","20%","Fiat-Ulysse.jpg"
"511","Fiat","Ulysse","2.0 JTD - 136","136","157","15%","320","380","18%","Fiat-Ulysse.jpg"
"512","Fiat","Ulysse","2.2 JTD","128","150","17%","280","340","21%","Fiat-Ulysse.jpg"
"513","Ford","B-Max","1.0 Ecoboost - 101","101","120","18%","150","190","26%","Ford-B-Max.jpg"
"514","Ford","B-Max","1.0 Ecoboost - 120","120","130","8%","200","220","10%","Ford-B-Max.jpg"
"515","Ford","B-Max","1.6 TDCi - 105","105","125","19%","220","280","27%","Ford-B-Max.jpg"
"516","Ford","B-Max","1.5 TDCI","75","95","26%","220","280","27%","Ford-B-Max.jpg"
"517","Ford","B-Max","1.6 TDCI - 97","97","115","18%","200","270","35%","Ford-B-Max.jpg"
"518","Ford","C Max","1.4 16V","80","86","7%","124","134","8%","Ford-C-MAX.jpg"
"519","Ford","C Max","1.6 16V -100","100","107","7%","146","157","7%","Ford-C-MAX.jpg"
"520","Ford","C Max","1.6 16V- 115","115","123","6%","152","164","7%","Ford-C-MAX.jpg"
"521","Ford","C Max","1.6 TDCI 88","88","112","27%","200","250","25%","Ford-C-MAX.jpg"
"522","Ford","C Max","1.6 TDCI 107","107","137","28%","240","290","20%","Ford-C-MAX.jpg"
"523","Ford","C Max","1.6 TDCI 121","121","155","28%","270","325","20%","Ford-C-MAX.jpg"
"524","Ford","C Max","1.8 TDCI","114","140","22%","250","300","20%","Ford-C-MAX.jpg"
"525","Ford","C Max","2.0 TDCI","134","156","16%","330","380","15%","Ford-C-MAX.jpg"
"526","Ford","C Max","2.0 16V","145","152","4%","185","195","5%","Ford-C-MAX.jpg"
"527","Ford","Cougar","2.0 16V","128","136","6%","178","191","7%","ford-cougar.jpg"
"528","Ford","Cougar","2.5 V6","167","177","5%","220","234","6%","ford-cougar.jpg"
"529","Ford","Escort VI","1.6 8V","90","98","8%","134","144","7%","ford-escort.jpg"
"530","Ford","Escort VI","1.8 16V","115","124","7%","160","170","6%","ford-escort.jpg"
"531","Ford","Fiesta","1.0 Ecoboost","101","120","18%","150","190","26%","Ford-Fiesta-Mk7.5.jpg"
"532","Ford","Fiesta","1.5 TDCI","75","95","26%","220","280","27%","Ford-Fiesta-Mk7.5.jpg"
"533","Ford","Fiesta IV","1.25 16V","75","79","5%","110","117","6%","ford-fiesta-mk4.jpg"
"534","Ford","Fiesta IV","1.4 16V","90","96","6%","125","133","6%","ford-fiesta-mk4.jpg"
"535","Ford","Fiesta ST","1.6 Ecoboost","180","215","19%","290","340","17%","Ford-Fiesta-Mk7-ST.jpg"
"536","Ford","Fiesta V","1.3 8V","60","63","5%","103","108","4%","ford-fiesta-mk4.jpg"
"537","Ford","Fiesta V","1.4 16V","90","96","6%","125","133","6%","ford-fiesta-mk4.jpg"
"538","Ford","Fiesta V","1.6 16V","103","110","6%","145","154","6%","ford-fiesta-mk4.jpg"
"539","Ford","Fiesta V","1.8 TD","75","92","22%","140","185","32%","ford-fiesta-mk4.jpg"
"540","Ford","Fiesta VI","1.25 16V","70","74","5%","110","118","7%","ford-fiesta-mk6.jpg"
"541","Ford","Fiesta VI","1.4 16V","80","86","7%","124","134","8%","ford-fiesta-mk6.jpg"
"542","Ford","Fiesta VI","1.4 TDCI","68","88","29%","160","200","25%","ford-fiesta-mk6.jpg"
"543","Ford","Fiesta VI","1.6 8V","95","102","7%","140","151","7%","ford-fiesta-mk6.jpg"
"544","Ford","Fiesta VI","1.6 16V -100","100","107","7%","146","157","7%","ford-fiesta-mk6.jpg"
"545","Ford","Fiesta VI","1.6 TDCI","90","118","31%","204","262","28%","ford-fiesta-mk6.jpg"
"546","Ford","Fiesta VI","2.0 16V ST150","150","162","8%","190","206","8%","ford-fiesta-mk6.jpg"
"547","Ford","Fiesta VII","1.25 16V","82","87","6%","114","122","7%","ford-fiesta-mk7.jpg"
"548","Ford","Fiesta VII","1.4 TDCI","68","88","29%","160","200","25%","ford-fiesta-mk7.jpg"
"549","Ford","Fiesta VII","1.6 16V","120","126","5%","152","163","7%","ford-fiesta-mk7.jpg"
"550","Ford","Fiesta VII","1.6 TDCI","110","135","22%","240","300","25%","ford-fiesta-mk7.jpg"
"551","Ford","Focus Mk1","1.4 16V","75","80","6%","124","134","8%","ford-focus-mk1.jpg"
"552","Ford","Focus Mk1","1.6 16V -100","100","107","7%","146","157","7%","ford-focus-mk1.jpg"
"553","Ford","Focus Mk1","1.8 16V","115","120","4%","158","168","6%","ford-focus-mk1.jpg"
"554","Ford","Focus Mk1","1.8 TDDi 75","75","95","26%","180","230","27%","ford-focus-mk1.jpg"
"555","Ford","Focus Mk1","1.8 TDDi 90","90","110","22%","200","235","17%","ford-focus-mk1.jpg"
"556","Ford","Focus Mk1","1.8 TDCi - 110","110","133","20%","250","295","18%","ford-focus-mk1.jpg"
"557","Ford","Focus Mk1","1.8 TDCi -115","115","140","21%","250","300","20%","ford-focus-mk1.jpg"
"558","Ford","Focus Mk1","2.0 16V","130","136","4%","180","191","6%","ford-focus-mk1.jpg"
"559","Ford","Focus Mk1","RS 2.0 16V","215","238","10%","310","362","16%","ford-focus-mk1.jpg"
"560","Ford","Focus Mk2","1.4 16V","80","86","7%","124","134","8%","ford-focus-mk2.jpg"
"561","Ford","Focus Mk2","1.6 16V -100","100","107","7%","146","157","7%","ford-focus-mk2.jpg"
"562","Ford","Focus Mk2","1.6 16V- 115","115","123","6%","152","164","7%","ford-focus-mk2.jpg"
"563","Ford","Focus Mk2","1.6 TDCI 90","90","120","33%","204","260","27%","ford-focus-mk2.jpg"
"564","Ford","Focus Mk2","1.6 TDCI 109","109","137","25%","240","290","20%","ford-focus-mk2.jpg"
"565","Ford","Focus Mk2","1.6 TDCI 121","121","155","28%","270","325","20%","ford-focus-mk2.jpg"
"566","Ford","Focus Mk2","1.8 TDCI","115","141","22%","250","300","20%","ford-focus-mk2.jpg"
"567","Ford","Focus Mk2","2.0 TDCI - 136","136","166","22%","320","380","18%","ford-focus-mk2.jpg"
"568","Ford","Focus Mk2","2.0 16V","145","152","4%","185","195","5%","ford-focus-mk2.jpg"
"569","Ford","Focus Mk2","2.5 ST","225","275","22%","320","439","37%","ford-focus-mk2.jpg"
"570","Ford","Focus Mk2","2.5 RS","300","340","13%","440","500","13%","ford-focus-mk2.jpg"
